Cell line	File name	md5	FTP url	Assay	Description	Instrument	Cell type	Biosample	Archive	Accession type	Accession	Archive url	Cell line growing conditions for this assay	Cell line passage number for this assay	Disease status	Sex	Assay description
HPSI0314i-wigw_2	19888_5#8.cram	ce5427e4fffbfd48f198b972bbf936ee	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629723/19888_5%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3969710	ENA	RUN_ID	ERR1629723	http://www.ebi.ac.uk/ena/data/view/ERR1629723	Feeder-free	15	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-wigw_2	19888_6#8.cram	fbf0d6fb53cedb33268a78efaad959da	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629733/19888_6%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3969710	ENA	RUN_ID	ERR1629733	http://www.ebi.ac.uk/ena/data/view/ERR1629733	Feeder-free	15	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-xagu_1	24310_3#4.cram	8d55750e25a38e038a5d3bc854ff899d	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278293/24310_3%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA4452626	ENA	RUN_ID	ERR2278293	http://www.ebi.ac.uk/ena/data/view/ERR2278293	Feeder-free	14	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-xagu_1	24310_2#4.cram	920c5ac7bd22d370cf2aa07f9e55be2d	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278285/24310_2%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA4452626	ENA	RUN_ID	ERR2278285	http://www.ebi.ac.uk/ena/data/view/ERR2278285	Feeder-free	14	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-xugn_2	17718_1#10.cram	9ddef8cdb1b2e7be62b519d0f458c527	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR120/ERR1203460/17718_1%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2645809	ENA	RUN_ID	ERR1203460	http://www.ebi.ac.uk/ena/data/view/ERR1203460	Feeder-free	25	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-xugn_2	17965_1#10.cram	5c104308981b74e51fc56151f9e753f4	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR124/ERR1243463/17965_1%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2645809	ENA	RUN_ID	ERR1243463	http://www.ebi.ac.uk/ena/data/view/ERR1243463	Feeder-free	25	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-ceik_1	19706_1#1.cram	55c7c756891a55bda31b8e8bd4796f5e	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594714/19706_1%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3470396	ENA	RUN_ID	ERR1594714	http://www.ebi.ac.uk/ena/data/view/ERR1594714	Feeder-free	12	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=184"
HPSI0414i-ceik_1	21310_5#1.cram	126d2423a69ec7b89843d1c4d147670d	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837019/21310_5%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3470396	ENA	RUN_ID	ERR1837019	http://www.ebi.ac.uk/ena/data/view/ERR1837019	Feeder-free	12	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-ceik_1	21310_4#1.cram	ee6534a559e8bb4234b5cfb57168c13d	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837009/21310_4%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3470396	ENA	RUN_ID	ERR1837009	http://www.ebi.ac.uk/ena/data/view/ERR1837009	Feeder-free	12	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-ceik_1	19706_2#1.cram	44e14457b972e0f0bddeae0000d3c8d6	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594724/19706_2%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3470396	ENA	RUN_ID	ERR1594724	http://www.ebi.ac.uk/ena/data/view/ERR1594724	Feeder-free	12	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=185"
HPSI0414i-gesg_2	19535_4#8.cram	5383cc5a850d0029787c21979c9946ea	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR155/ERR1555130/19535_4%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3854130	ENA	RUN_ID	ERR1555130	http://www.ebi.ac.uk/ena/data/view/ERR1555130	Feeder-free	16	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=188"
HPSI0414i-gesg_2	21364_4#8.cram	b214ce1e92ec1a7bfee610236f64a299	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837084/21364_4%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3854130	ENA	RUN_ID	ERR1837084	http://www.ebi.ac.uk/ena/data/view/ERR1837084	Feeder-free	16	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-gesg_2	24766_8#5.cram	1eccd936fc105d142bc8226fa2356807	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278349/24766_8%235.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3854130	ENA	RUN_ID	ERR2278349	http://www.ebi.ac.uk/ena/data/view/ERR2278349	Feeder-free	16	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-gesg_2	19706_4#8.cram	d9e1c0b7d72bab668809fa96b4a529ba	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594751/19706_4%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3854130	ENA	RUN_ID	ERR1594751	http://www.ebi.ac.uk/ena/data/view/ERR1594751	Feeder-free	16	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=187"
HPSI0414i-gesg_2	21310_8#8.cram	0d2511d5b461e5a42428e34bcba807b4	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837056/21310_8%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3854130	ENA	RUN_ID	ERR1837056	http://www.ebi.ac.uk/ena/data/view/ERR1837056	Feeder-free	16	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-gesg_2	24766_7#5.cram	c7ed451d348e424d998719b9c7ba9c04	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278348/24766_7%235.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3854130	ENA	RUN_ID	ERR2278348	http://www.ebi.ac.uk/ena/data/view/ERR2278348	Feeder-free	16	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-oaqd_2	19888_4#2.cram	d233c686f0c07bd76e4ceeba979626f5	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629707/19888_4%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3854308	ENA	RUN_ID	ERR1629707	http://www.ebi.ac.uk/ena/data/view/ERR1629707	Feeder-free	18	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-oaqd_2	19888_3#2.cram	39ad42b70287cc1ee285b5cddcb923a3	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629697/19888_3%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3854308	ENA	RUN_ID	ERR1629697	http://www.ebi.ac.uk/ena/data/view/ERR1629697	Feeder-free	18	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-sebn_3	19535_5#8.cram	e14c9af15af05fae8f0146850d0ca95e	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR155/ERR1555140/19535_5%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3962525	ENA	RUN_ID	ERR1555140	http://www.ebi.ac.uk/ena/data/view/ERR1555140	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=189"
HPSI0414i-sebn_3	21311_6#8.cram	5b4c2a11fbfa422bc509c789a48fa6bf	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837075/21311_6%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3962525	ENA	RUN_ID	ERR1837075	http://www.ebi.ac.uk/ena/data/view/ERR1837075	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-sebn_3	19706_5#8.cram	994926d12909de882458fc8d0e8b8a4b	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594761/19706_5%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3962525	ENA	RUN_ID	ERR1594761	http://www.ebi.ac.uk/ena/data/view/ERR1594761	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=187"
HPSI0414i-sebn_3	21311_5#8.cram	470eed055a3f8b3f419323469364260e	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837066/21311_5%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3962525	ENA	RUN_ID	ERR1837066	http://www.ebi.ac.uk/ena/data/view/ERR1837066	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-seru_1	19888_7#1.cram	177d2e1368cca20516db5eda67a7d0ae	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629736/19888_7%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3962568	ENA	RUN_ID	ERR1629736	http://www.ebi.ac.uk/ena/data/view/ERR1629736	Feeder-free	20	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-seru_1	19888_8#1.cram	7a916aa5530e2c7641faf60e360d42da	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629745/19888_8%231.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3962568	ENA	RUN_ID	ERR1629745	http://www.ebi.ac.uk/ena/data/view/ERR1629745	Feeder-free	20	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-uawq_2	22454_1#2.cram	ed997b004fa709f2c9d52975002225a7	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039316/22454_1%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA4343046	ENA	RUN_ID	ERR2039316	http://www.ebi.ac.uk/ena/data/view/ERR2039316	Feeder-free	9	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-uawq_2	22454_2#2.cram	ac24d8229dd3433ac0754d16188ba8fb	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR203/ERR2039326/22454_2%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA4343046	ENA	RUN_ID	ERR2039326	http://www.ebi.ac.uk/ena/data/view/ERR2039326	Feeder-free	9	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-xojn_3	19888_6#9.cram	e80eb8244122587945749bbb9ef20a63	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629734/19888_6%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3854068	ENA	RUN_ID	ERR1629734	http://www.ebi.ac.uk/ena/data/view/ERR1629734	Feeder-free	18	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0414i-xojn_3	19888_5#9.cram	b13f40c857efffb4ba3856aa36ae8865	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629724/19888_5%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3854068	ENA	RUN_ID	ERR1629724	http://www.ebi.ac.uk/ena/data/view/ERR1629724	Feeder-free	18	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0514i-fiaj_1	21310_4#6.cram	8c06610d964318b501438ee2c8ea8b23	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837014/21310_4%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3463756	ENA	RUN_ID	ERR1837014	http://www.ebi.ac.uk/ena/data/view/ERR1837014	Feeder-free	18	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0514i-fiaj_1	19706_1#6.cram	e8452f9052bcd81a4f668a7aeb78329d	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594719/19706_1%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3463756	ENA	RUN_ID	ERR1594719	http://www.ebi.ac.uk/ena/data/view/ERR1594719	Feeder-free	18	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=173"
HPSI0514i-fiaj_1	21310_5#6.cram	9ad75812c87caf43f277b51a44e597a9	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837024/21310_5%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3463756	ENA	RUN_ID	ERR1837024	http://www.ebi.ac.uk/ena/data/view/ERR1837024	Feeder-free	18	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0514i-fiaj_1	19706_2#6.cram	edc87e0055a5f4f308d1e758ae30b0f8	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594729/19706_2%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3463756	ENA	RUN_ID	ERR1594729	http://www.ebi.ac.uk/ena/data/view/ERR1594729	Feeder-free	18	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=173"
HPSI0514i-lako_1	21310_8#4.cram	0889776fa4fb3b08a09d8a5875266477	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837052/21310_8%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3970237	ENA	RUN_ID	ERR1837052	http://www.ebi.ac.uk/ena/data/view/ERR1837052	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0514i-lako_1	19706_4#4.cram	7bdff490025e2bbf5ec60ed55fc8b3b4	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594747/19706_4%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3970237	ENA	RUN_ID	ERR1594747	http://www.ebi.ac.uk/ena/data/view/ERR1594747	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=185"
HPSI0514i-lako_1	21364_4#4.cram	bd13f2238895b6cb6971ddc3f8d745c8	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837080/21364_4%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3970237	ENA	RUN_ID	ERR1837080	http://www.ebi.ac.uk/ena/data/view/ERR1837080	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0514i-lako_1	19535_4#4.cram	1e13baef41273b622c830d2b5c2ac532	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR155/ERR1555126/19535_4%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3970237	ENA	RUN_ID	ERR1555126	http://www.ebi.ac.uk/ena/data/view/ERR1555126	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=186"
HPSI0514i-letw_1	20509_3#10.cram	caeaf872997451e8f1f357cbe6fc6a99	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR174/ERR1743811/20509_3%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3962566	ENA	RUN_ID	ERR1743811	http://www.ebi.ac.uk/ena/data/view/ERR1743811	Feeder-free	24	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0514i-letw_1	20484_3#10.cram	a8e05991f2241639e9f26c4764308082	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1724723/20484_3%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3962566	ENA	RUN_ID	ERR1724723	http://www.ebi.ac.uk/ena/data/view/ERR1724723	Feeder-free	24	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
